콘텐츠아이디,콘텐츠분류,제목,언어,타이틀,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크주소,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,웹사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문웹사용여부,중문웹사용여부,일문웹사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,소셜네트워크공유수,인기점수,트립어드바이저코드,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지검색어자동여부,영문페이지검색어자동여부,중문페이지검색어자동여부,일문페이지검색어자동여부,사진공유수,번체웹사용여부,말레이어웹사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체검색어자동여부,말레이어검색어자동여부
CNTS_000000000022494,음식점,모락,국문,모락,,제주특별자치도 제주시 구좌읍 월정리 537-1,제주특별자치도 제주시 구좌읍 월정7길 58,33.555443,126.79596,y,,,1380,,0,0,0,0,0,y,y,n,y,y,2018-06-12,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2017-08-16,anonymous,2022-02-14,0,2760,,63358,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000022495,음식점,뵈뵈,국문,뵈뵈,,제주특별자치도 제주시 구좌읍 한동리 1290-1,제주특별자치도 제주시 구좌읍 계룡길 73,33.519325,126.811104,y,,,1621,,0,0,2,0,0,y,y,n,y,y,2019-10-02,y,y,y,y,y,y,n,n,n,y,y,y,2019-10-02,2019-10-02,2019-10-02,anonymous,2017-08-16,anonymous,2023-01-04,0,3242,12703365,63359,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,y,y,y,y,,y,,y,,n,,y,,,,2023-01-04,,y,
CNTS_000000000020109,음식점,남해횟집,국문,남해횟집,,제주특별자치도 제주시 연동 1490,제주특별자치도 제주시 국기중길 3,33.4806482,126.4913547,y,5,,3318,,0,1,6,0,0,y,y,n,y,y,2019-10-02,y,y,y,y,y,y,n,n,n,y,y,y,2019-10-02,2019-10-02,2019-10-02,anonymous,2016-11-09,anonymous,2023-03-15,2,6641,9240753,,n,2016-11-09,2016-11-09,2016-11-09,2016-11-09,y,y,y,y,1,y,,y,,n,,y,,,,2023-01-26,,y,
CNTS_000000000022705,음식점,24시 뼈다귀탕 제주점,국문,24시 뼈다귀탕 제주점,,제주특별자치도 제주시 이도일동 1252-5,제주특별자치도 제주시 동광로 19-1,33.5018743,126.5310911,y,,,1321,,0,0,0,0,0,y,y,y,y,y,2019-10-02,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-11-09,anonymous,2023-03-15,0,2642,8931056,,n,2017-11-09,2017-11-09,2017-11-09,2017-11-09,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000501013,숙박,이린펜션,국문,이린펜션,,제주특별자치도 서귀포시 일주서로43번길 5,제주특별자치도 서귀포시 일주서로43번길 5,33.25143,126.504166,y,,,1336,,0,0,0,0,0,y,y,y,y,y,2019-06-19,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-05-30,anonymous,2023-03-10,0,2672,5897547,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,n,n,,y,,y,,y,,y,,,,2022-12-05,,n,
CONT_000000000501068,숙박,제주풍경하우스,국문,제주풍경하우스,,제주특별자치도 서귀포시 안덕면 덕수리 2392,제주특별자치도 서귀포시 안덕면 덕수서로18번길 7,33.252003,126.30531,y,,www.jejusceneryhouse.co.kr/,758,,0,0,0,0,0,y,y,n,y,y,,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-06-10,0,1516,8691369,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000001162,음식점,육값하네식육가든,국문,육값하네식육가든,,제주특별자치도 서귀포시 남원읍 의귀리 1177-3,제주특별자치도 서귀포시 남원읍 남조로 141,33.29226,126.72196,y,,,1809,,0,0,5,0,0,y,y,y,y,y,2019-10-02,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-18,anonymous,2023-03-14,1,3618,9205743,63618,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000001125,음식점,삼수정,국문,삼수정,,제주특별자치도 서귀포시 성산읍 고성리 316-4,제주특별자치도 서귀포시 성산읍 동류암로 45,33.448635,126.91573,y,,,1343,,0,0,0,0,0,y,y,y,y,y,2019-10-02,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-17,anonymous,2023-03-12,0,2686,9312971,63640,n,2016-08-17,2016-08-17,2016-08-17,2016-08-17,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000001129,숙박,뉴제주호텔,국문,뉴제주호텔,,제주특별자치도 제주시 노형동 928-3,제주특별자치도 제주시 원노형6길 2,33.4855064,126.482656,y,,,1942,,0,0,1,0,0,y,y,n,y,y,2019-06-27,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-08-17,anonymous,2022-05-06,0,3884,3964815,,n,2016-08-17,2016-08-17,2016-08-17,2016-08-17,y,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000021761,테마여행,겨울 제주 별자리 <동서남북을 꿈과 낭만으로 수놓다>,국문,겨울 제주 별자리 <동서남북을 꿈과 낭만으로 수놓다>,,,,0,0,y,,,7789,,3,0,8,0,0,y,y,y,y,y,,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2017-02-14,anonymous,2023-03-15,0,15587,,,n,2017-02-14,2017-02-14,2017-02-14,2017-02-14,n,n,n,n,,y,y,y,y,y,y,y,y,,2019-02-14,2022-03-11,2019-02-14,n,n
CNTS_000000000000674,숙박,동원리조트제주,국문,동원리조트제주,,제주특별자치도 서귀포시 서귀동 685,제주특별자치도 서귀포시 솔동산로10번길 45,33.240833,126.562675,y,5,,1984,,0,1,0,0,0,y,y,y,y,y,2019-06-28,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-07-04,anonymous,2023-03-15,0,3973,10080765,63596,n,2016-07-04,2016-07-04,2016-07-04,2016-07-04,n,n,n,n,,y,,y,,y,,y,,,,2022-10-06,,n,
CONT_000000000500837,숙박,돌집조앤정,국문,돌집조앤정,,제주특별자치도 제주시 구좌읍 세화리 834-1,제주특별자치도 제주시 구좌읍 세화합전1길 7,33.4895966,126.8316644,y,,blog.naver.com/dolzipsarang,3035,,0,0,4,0,0,y,y,y,y,y,2019-12-13,y,y,y,y,y,y,y,y,y,y,y,y,2019-12-13,2019-12-13,2019-12-13,anonymous,2016-05-30,anonymous,2023-03-14,4,6070,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-12-13,,2019-12-13,,y,
CNTS_000000000021640,음식점,짜장면시키신분 마라점,국문,짜장면시키신분 마라점,,제주특별자치도 서귀포시 대정읍 가파리 592,제주특별자치도 서귀포시 대정읍 마라로 48,33.1194634,126.2669391,y,,,1450,,0,0,1,0,0,y,y,y,y,y,2019-10-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-01-03,anonymous,2023-03-11,0,2900,,63514,n,2017-01-03,2017-01-03,2017-01-03,2017-01-03,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021642,관광지,가파초등학교 마라분교장,국문,가파초등학교 마라분교장,,제주특별자치도 서귀포시 대정읍 가파리 696,제주특별자치도 서귀포시 대정읍 마라로 58,33.119247,126.26694,y,,,3031,,1,0,1,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-01-03,anonymous,2023-03-15,0,6065,,63515,n,2017-01-03,2017-01-03,2017-01-03,2017-01-03,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000501128,숙박,허브올레펜션,국문,허브올레펜션,,제주특별자치도 제주시 애월읍 하소로 654-16,,33.426624,126.395065,y,,blog.naver.com/herbolle,777,,0,0,1,0,0,y,y,n,y,y,,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,0,1554,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000001480,음식점,돈마구이해장국(연동점),국문,돈마구이해장국(연동점),,제주특별자치도 제주시 삼동길 60,제주특별자치도 제주시 삼동길 60,33.4791,126.49498,y,5,,1878,,0,1,1,0,0,y,y,n,y,y,2019-10-22,y,y,y,y,y,y,n,n,n,y,y,y,2019-10-22,2019-10-22,2019-10-22,anonymous,2016-08-22,anonymous,2023-03-15,0,3761,,,n,2016-08-22,2016-08-22,2016-08-22,2016-08-22,y,y,y,y,3,y,,y,,n,,y,,,,2023-01-31,,y,
CNTS_000000000000978,관광지,성산항,국문,성산항,,제주특별자치도 서귀포시 성산읍 성산리 347-9,제주특별자치도 서귀포시 성산읍 성산등용로 129-21,33.4721117,126.9331983,y,5,,20448,,2,15,100,0,1,y,y,y,y,y,2019-05-14,y,y,y,y,y,y,y,y,y,y,y,y,2019-05-14,2019-05-14,2019-05-14,anonymous,2016-08-10,anonymous,2023-03-15,14,40977,,,n,2016-08-10,2016-08-10,2016-08-10,2016-08-10,y,y,y,y,13,y,,y,,y,,y,,2019-05-14,,2019-05-13,,y,
CNTS_200000000014529,숙박,제주폴리폴리,국문,,,제주특별자치도 서귀포시 표선면 하천리 696-5 제주폴리폴리,제주특별자치도 서귀포시 표선면 한마음초등로 616-8 (하천리) 제주폴리폴리,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2023-02-03,anonymous,2023-02-03,0,,,63627,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000001077,음식점,서귀포갈비,국문,서귀포갈비,,제주특별자치도 서귀포시 동홍동 450-69,제주특별자치도 서귀포시 동홍로 42,33.252373,126.56801,y,,,2044,,0,0,0,0,0,y,y,y,y,y,2019-10-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-17,anonymous,2023-03-14,2,4088,9265930,63589,n,2016-08-17,2016-08-17,2016-08-17,2016-08-17,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000001108,음식점,황토기와집,국문,황토기와집,,제주특별자치도 서귀포시 상예동 197-1,제주특별자치도 서귀포시 일주서로 1102,33.26386,126.395355,y,5,,1847,,0,1,4,0,0,y,y,y,y,y,2019-10-24,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-17,anonymous,2023-03-15,0,3699,9291734,63534,n,2016-08-17,2016-08-17,2016-08-17,2016-08-17,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_200000000013547,축제/행사,휴애리 유럽 수국축제,국문,휴애리 유럽 수국축제,,제주특별자치도 서귀포시 남원읍 신례리 2081,제주특별자치도 서귀포시 남원읍 신례동로 256,33.299995,126.6297939,y,0,,1084,,0,0,3,0,0,y,y,y,y,y,2022-06-27,,,,m,m,m,,,,,,,,,,iamsunon,2022-06-27,iamsunon,2023-03-14,4,2168,,,n,2022-06-27,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000013593,음식점,만배성,국문,만배성,,제주특별자치도 제주시 아라일동 2889-2,제주특별자치도 제주시 아연로 484-9,33.4740849,126.5325069,y,0,,386,,0,0,0,0,0,y,y,y,y,y,2022-07-06,y,,,y,m,m,y,,,y,,,2022-07-07,,,iamsunon,2022-07-06,iamsunon,2023-03-15,0,772,,,n,2022-07-06,2022-07-07,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000013597,음식점,솔리브레,국문,솔리브레,,제주특별자치도 제주시 용담삼동 2293-2,제주특별자치도 제주시 서해안로 512,33.5195001,126.4937234,y,0,,263,,1,0,1,0,0,y,y,y,y,y,2022-07-06,y,,,y,m,m,y,,,y,,,2022-07-07,,,iamsunon,2022-07-06,iamsunon,2023-03-13,0,529,,,n,2022-07-06,2022-07-07,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000013709,축제/행사,절물약수암 제5회 산사음악회,국문,절물약수암 제5회 산사음악회,,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도 제주시 명림로 584,33.4393726,126.6284479,y,0,,265,,0,0,0,0,0,y,y,y,y,y,2022-08-11,,,,m,m,m,,,,,,,,,,iamsunon,2022-08-11,iamsunon,2023-03-14,0,530,,,n,2022-08-11,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000001112,음식점,올랭이와물꾸럭,국문,올랭이와물꾸럭,,제주특별자치도 서귀포시 대정읍 신영로 93-5,제주특별자치도 서귀포시 대정읍 신영로 93-5,33.221058,126.25294,y,4,http://instagram.com/olangjeju,4206,,0,2,5,0,0,y,y,y,y,y,2019-10-22,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-22,2019-10-22,2019-10-22,anonymous,2016-08-17,anonymous,2023-03-15,0,8422,9354943,,n,2016-08-17,2016-08-17,2016-08-17,2016-08-17,y,y,y,y,3,y,,y,,y,,y,,2019-10-22,,2019-10-22,,y,
CNTS_000000000021063,음식점,피자굽는돌하르방,국문,피자굽는돌하르방,,제주특별자치도 제주시 한경면 청수리 144-1,제주특별자치도 제주시 한경면 청수로 218,33.30488,126.25584,y,5,,3186,,0,4,25,0,0,y,y,y,y,y,2019-10-24,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-16,anonymous,2023-03-15,2,6392,9326822,63006,n,2016-12-16,2016-12-16,2016-12-16,2016-12-16,y,n,n,n,8,,,,,,,,,,,,,,
CONT_000000000500209,관광지,민오름(구좌읍),국문,민오름(구좌읍),,제주특별자치도 제주시 구좌읍 송당리 산 155,제주특별자치도 제주시 구좌읍 비자림로 1456,33.43717333,126.7618259,y,5,,5394,,1,5,9,0,0,y,y,y,y,y,2019-07-29,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-29,2019-07-29,2019-07-29,anonymous,2016-05-30,anonymous,2023-03-15,0,10816,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,11,y,,y,,y,,y,,,,2022-11-25,,y,
CNTS_000000000020590,숙박,더포그레이스호텔앤리조트,국문,더포그레이스호텔앤리조트,,제주특별자치도 서귀포시 성산읍 시흥리 200,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,33.4736223,126.9107438,y,4,,6981,,2,3,30,0,0,y,y,y,y,y,2019-06-19,y,y,y,m,m,y,y,y,y,y,y,y,,,2018-12-17,anonymous,2016-11-23,anonymous,2023-03-15,5,13983,7688378,63638,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,y,n,n,y,2,,,,,,,,,,,,,,
CNTS_000000000020954,쇼핑,대정 오일시장[미공개],국문,대정 오일시장[미공개],,제주특별자치도 서귀포시 대정읍 하모리 1089-15,제주특별자치도 서귀포시 대정읍 신영로36번길 65,33.220516,126.2483125,y,5,,8771,,2,1,11,0,0,y,y,n,y,y,2019-11-19,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-14,anonymous,2023-03-15,5,17553,,63506,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020593,음식점,레이지박스,국문,레이지박스,,제주특별자치도 서귀포시 안덕면 사계리 177-5,제주특별자치도 서귀포시 안덕면 산방로 208,33.23642,126.31295,y,3,https://www.instagram.com/jeju_lazybox/,2101,,0,5,5,0,0,y,y,y,y,y,2018-12-11,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-23,anonymous,2023-03-15,0,4227,9290844,63528,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,n,n,n,n,6,,,,,,,,,,,,,,
CNTS_200000000014546,테마여행,<나 홀로 여행> 제주 동쪽 추천여행지,국문,<나 홀로 여행> 제주 동쪽 추천여행지,,,,,,y,0,,1530,,0,0,0,0,0,y,y,y,y,y,2023-02-06,,,,m,m,m,,,,,,,,,,jto0900045,2023-02-06,jto0900045,2023-03-15,0,3060,,,n,2023-02-06,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000020602,음식점,노을언덕,국문,노을언덕,,제주특별자치도 제주시 도두이동 697,제주특별자치도 제주시 서해안로 360,33.5106119,126.4834798,y,4,blog.naver.com/jsh1914man,3142,,2,5,20,0,0,y,y,n,y,y,2019-11-13,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2023-03-15,4,6315,9375353,,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,n,n,n,9,,,,,,,,,,,,,,
CNTS_000000000022110,숙박,달콤한아침,국문,달콤한아침,,제주특별자치도 제주시 구좌읍 월정리 104-5,제주특별자치도 제주시 구좌읍 행원로 35-9,33.55214,126.79905,y,,,1634,,0,0,2,0,0,y,y,y,y,y,2019-12-13,y,y,y,y,y,y,y,y,y,y,y,y,2019-12-13,2019-12-13,2019-12-13,anonymous,2017-07-10,anonymous,2023-03-15,1,3268,,63358,n,2017-07-10,2017-07-10,2017-07-10,2017-07-10,y,y,y,y,,y,,y,,y,,y,,2019-12-13,,2019-12-13,,y,
CNTS_000000000018143,숙박,라마다프라자 제주호텔,국문,라마다프라자 제주호텔,,제주특별자치도 제주시 삼도이동 1254,제주특별자치도 제주시 탑동로 66,33.5185924,126.5175016,y,5,,12785,,4,6,34,0,1,y,y,y,y,y,2019-12-13,y,y,y,y,y,y,y,y,y,y,y,y,2019-12-13,2019-12-13,2019-12-13,anonymous,2016-09-29,anonymous,2023-03-15,7,25612,306058,,n,2016-09-29,2016-09-29,2016-09-29,2016-09-29,y,y,y,y,7,y,,y,,y,,y,,2019-12-13,,2019-12-13,,y,
CNTS_200000000013594,음식점,우뭇개일번지,국문,우뭇개일번지,,제주특별자치도 서귀포시 성산읍 성산리 108-2,제주특별자치도 서귀포시 성산읍 일출로 288,33.4631283,126.9352404,y,0,,339,,1,0,2,0,0,y,y,y,y,y,2022-07-06,y,,,y,m,m,y,,,y,,,2022-07-07,,,iamsunon,2022-07-06,iamsunon,2023-03-14,0,681,,,n,2022-07-06,2022-07-07,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000013601,음식점,제주신화월드 F&B,국문,제주신화월드 F&B,,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,y,0,,823,,0,0,2,0,0,y,y,y,y,y,2022-07-07,y,,,y,m,m,y,,,y,,,2022-07-07,,,iamsunon,2022-07-07,iamsunon,2023-03-15,0,1646,,,n,2022-07-07,2022-07-07,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000013989,테마여행,테마별 제주 맛집을 찾아보자! <반려동물 동반 맛집 편>,국문,테마별 제주 맛집을 찾아보자! <반려동물 동반 맛집 편>,,,,,,y,0,,450,,0,0,0,0,0,y,y,y,y,y,2022-10-20,,,,m,m,m,,,,,,,,,,iamsunon,2022-10-20,iamsunon,2023-03-14,0,900,,,n,2022-10-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000013991,축제/행사,본태박물관 개관 10주년 특별전시 <삶을 아름답게 - 생활을 풍요롭게>,국문,본태박물관 개관 10주년 특별전시 <삶을 아름답게 - 생활을 풍요롭게>,,제주특별자치도 서귀포시 안덕면 상천리 380,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,33.3034755,126.3920598,y,0,,996,,0,0,1,0,0,y,y,y,y,y,2022-10-20,,,,m,m,m,,,,,,,,,,iamsunon,2022-10-20,iamsunon,2023-03-15,2,1992,,,n,2022-10-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000018362,관광지,선운정사,국문,선운정사,,제주특별자치도 제주시 애월읍 봉성리 3608,제주특별자치도 제주시 애월읍 구몰동길 65,33.429344,126.307205,y,5,,23006,,3,29,264,0,0,y,y,y,y,y,2019-07-30,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2023-03-15,19,46166,9586443,63039,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,48,,,,,,,,,,,,,,
CNTS_000000000018278,숙박,바산올레펜션,국문,바산올레펜션,,제주특별자치도 서귀포시 안덕면 창천리 844-15,제주특별자치도 서귀포시 안덕면 대평로 29,33.2365893,126.3639804,y,,,1329,,0,0,1,0,0,y,y,y,y,y,2019-06-26,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-05,anonymous,2023-03-13,0,2658,2150875,,n,2016-10-05,2016-10-05,2016-10-05,2016-10-05,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000018279,숙박,난드르통나무집,국문,난드르통나무집,,제주특별자치도 서귀포시 안덕면 창천리 901-5,제주특별자치도 서귀포시 안덕면 대평로 36,33.237087,126.3639164,y,5,,2012,,1,1,3,0,4,y,y,y,y,y,2019-12-13,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-05,anonymous,2023-03-15,0,4032,,,n,2016-10-05,2016-10-05,2016-10-05,2016-10-05,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000018282,숙박,바다스케치,국문,바다스케치,,제주특별자치도 서귀포시 안덕면 사계리 150,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,33.235,126.30998,y,,,1997,,0,0,1,0,0,y,y,y,y,y,2019-12-13,y,y,y,y,y,y,y,y,y,y,y,y,2019-12-13,2019-12-13,2019-12-13,anonymous,2016-10-05,anonymous,2023-03-15,0,3994,,63528,n,2016-10-05,2016-10-05,2016-10-05,2016-10-05,y,y,y,y,,y,,y,,y,,y,,2019-12-13,,2019-12-13,,y,
CNTS_000000000019566,관광지,수산저수지,국문,수산저수지,,제주특별자치도 제주시 애월읍 수산리 1,제주특별자치도 제주시 애월읍 수산리 1,33.470985,126.386505,y,5,,3830,,0,1,15,0,0,y,y,y,y,y,2019-07-30,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-25,anonymous,2023-03-15,0,7665,,63056,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,y,n,n,n,4,,,,,,,,,,,,,,
CONT_000000000500258,관광지,북오름 (鼓岳),국문,북오름 (鼓岳),,제주특별자치도 제주시 구좌읍 덕천리 산 69,제주특별자치도 제주시 구좌읍 덕천리 산 69,33.48679,126.73916,y,5,,1170,,1,1,1,0,0,y,y,n,y,y,2019-07-31,y,y,y,y,y,y,n,n,n,y,y,y,2019-07-31,2019-07-31,2019-07-31,anonymous,2016-05-30,anonymous,2023-03-15,0,2348,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,1,y,,y,,n,,y,,2019-07-31,,2019-07-31,,y,
CNTS_000000000019324,음식점,젠하이드어웨이,국문,젠하이드어웨이,,제주특별자치도 서귀포시 안덕면 사계리 2032-7,제주특별자치도 서귀포시 안덕면 사계남로 186-8,33.229233,126.30862,y,4,,11612,,4,6,26,0,0,y,y,y,y,y,2019-10-31,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-31,2019-10-31,2019-10-31,anonymous,2016-10-21,anonymous,2023-03-15,4,23266,,,n,2016-10-21,2016-10-21,2016-10-21,2016-10-21,y,y,y,y,12,y,,y,,y,,y,,2019-10-31,,2019-10-31,,y,
CONT_000000000500609,관광지,지그리오름 (큰지그리),국문,지그리오름 (큰지그리),,제주특별자치도 제주시 조천읍 교래리 산 119,제주특별자치도 제주시 조천읍 남조로 2023,33.44545233,126.6440068,y,5,,4011,,0,1,4,0,0,y,y,y,y,y,2019-07-31,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-31,2019-07-31,2019-07-31,anonymous,2016-05-30,anonymous,2023-03-15,1,8027,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,1,y,,y,,y,,y,,2019-07-31,,2019-07-31,,y,
CNTS_000000000018449,관광지,와흘본향당,국문,와흘본향당,,제주특별자치도 제주시 조천읍 와흘리 1274-1,제주특별자치도 제주시 조천읍 와흘리 1274-1,33.50232,126.63907,y,5,,4288,,0,1,8,0,0,y,y,y,y,y,2019-09-05,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-07,anonymous,2023-03-15,2,8581,,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,y,n,n,n,2,,,,,,,,,,,,,,
CONT_000000000500218,관광지,밝은오름 (명월오름),국문,밝은오름 (명월오름),,제주특별자치도 제주시 한림읍 명월로,제주특별자치도 제주시 한림읍 명월로,33.38058,126.27269,y,,,1395,,0,0,1,0,0,y,y,n,y,y,2019-07-30,y,y,y,y,y,y,n,n,n,y,y,y,2019-07-30,2019-07-30,2019-07-30,anonymous,2016-05-30,anonymous,2022-07-06,0,2790,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-07-30,,2019-07-30,,y,
CNTS_000000000018468,관광지,제주동백수목원,국문,제주동백수목원,,제주특별자치도 서귀포시 남원읍 위미리 927,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 15,33.272907,126.67505,y,5,,63007,,29,50,708,0,0,y,y,y,y,y,2019-09-05,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-05,2019-09-05,2019-09-05,anonymous,2016-10-07,anonymous,2023-03-15,69,126351,,63610,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,y,y,y,y,96,y,y,y,y,y,y,y,y,2019-09-05,2019-09-05,2019-09-05,2019-09-05,y,y
CNTS_000000000018471,음식점,양가형제,국문,양가형제,,제주특별자치도 제주시 한경면 청수리 746-8,제주특별자치도 제주시 한경면 청수동8길 3,33.307373,126.2541,y,4,https://www.instagram.com/yangbrothersburger/,9817,,3,9,51,0,0,y,y,y,y,y,2019-10-22,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-22,2019-10-22,2019-10-22,anonymous,2016-10-07,anonymous,2023-03-15,6,19688,12859907,63006,n,2016-10-07,2018-11-01,2019-01-16,2019-01-16,y,y,y,y,12,y,,y,,y,,y,,2019-10-22,,2019-10-22,,y,
CNTS_200000000008997,테마여행,"(영특,뉴스레터)제주 술 체험",국문,"(영특,뉴스레터)제주 술 체험",,,,,,y,0,,2225,,0,0,0,0,0,y,y,n,w,y,,y,,,y,m,m,y,,,y,,,2019-07-30,,,glocalnews,2019-07-30,glocalnews,2023-03-15,0,4450,,,n,2019-07-30,2019-07-30,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000500040,관광지,걸매생태공원,국문,걸매생태공원,,제주특별자치도 서귀포시 남성로 (서홍동),제주특별자치도 서귀포시 남성로 (서홍동),33.252052,126.554306,y,5,,15932,,1,3,39,0,0,y,y,y,y,y,2019-03-12,y,y,y,y,y,y,y,y,y,y,y,y,2019-03-12,2019-03-12,2019-03-12,anonymous,2016-05-30,anonymous,2023-03-15,6,31882,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,2,y,,y,,y,,y,,2019-03-12,,2019-02-25,,y,
