구직신청번호,성별,나이,학력공통코드,학력공통코드명,희망근무지역(시도)_1,희망근무지역명(시군구)_1,희망근무지역명(시도)_2,희망근무지역명(시군구)_2,희망직종공통코드,희망직종공통코드명,희망직종경력년수,희망직종경력년_월수,구직인증상태공통구분,구직인증상태공통구분명,검색키워드1,검색키워드2,검색키워드3,검색키워드4,검색키워드5,등록일시,수정일시
H117202307112815,남,62,J00110,대학_대학교,서울,강동구,서울,,561100,청소원,,신입,J03402,승인,,,,,,30:57.0,31:00.0
H117202307112803,남,66,J00104,중학교,경기,하남시,서울,강동구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,25:47.0,25:52.0
H117202307112802,남,63,J00106,고등학교,경기,고양시,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,20:50.0,20:56.0
H117202307112790,남,68,J00110,대학_대학교,서울,강동구,서울,송파구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,12:26.0,12:33.0
H117202307112771,남,68,J00106,고등학교,서울,강동구,서울,송파구,26301,총무 및 일반 사무원,,신입,J03402,승인,,,,,,07:38.0,07:42.0
H311202307112706,여,67,J00110,대학_대학교,서울,노원구,서울,,29901,도서 정리원,,신입,J03402,승인,,,,,,43:11.0,43:16.0
H116202307112652,남,69,J00102,초등학교,서울,성북구,서울,,561100,청소원,,신입,J03402,승인,,,,,,29:26.0,29:31.0
H316202307112619,여,61,J00106,고등학교,서울,강서구,서울,,890000,제조 단순 종사원,,신입,J03402,승인,,,,,,20:26.0,20:31.0
H117202307112609,남,62,J00104,중학교,서울,송파구,서울,강동구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,17:21.0,17:26.0
H321202307112608,남,54,J00110,대학_대학교,서울,관악구,서울,,550104,재가 요양보호사,6,6년0월,J03404,알선,봉천동,,,,,15:23.0,15:29.0
H309202307112596,여,63,J00106,고등학교,서울,성북구,서울,강북구,550104,재가 요양보호사,8,8년0월,J03402,승인,,,,,,12:43.0,12:47.0
H121202307112490,여,55,J00104,중학교,서울,동대문구,서울,중랑구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,1년0월,J03402,승인,,,,,,52:02.0,52:06.0
H114202307112449,남,71,J00104,중학교,서울,구로구,서울,영등포구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,43:05.0,43:09.0
H101202307112428,남,66,J00110,대학_대학교,서울,마포구,,,562900,기타 서비스 단순 종사원,1,1년0월,J03402,승인,영어,중국어,,무역사무,회계사무,36:21.0,36:26.0
H318202307112427,여,58,J00106,고등학교,서울,금천구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,1년0월,J03402,승인,,,,,,35:43.0,35:47.0
H315202307112396,남,70,J00106,고등학교,서울,양천구,서울,영등포구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,1년0월,J03404,알선,,,,,,30:38.0,30:41.0
H310202307112385,남,54,J00110,대학_대학교,서울,도봉구,서울,,550104,재가 요양보호사,2,2년0월,J03402,승인,운전1종보통,야간,저녁,,,27:01.0,27:06.0
H001202307112333,남,66,J00106,고등학교,서울,,경기,하남시,158202,소방시설?설비 시공 기술자,,신입,J03402,승인,,,,,,14:24.0,37:24.0
H306202307112329,남,77,J00102,초등학교,서울,동대문구,,,562300,주차 관리?안내원,,신입,J03402,승인,,,,,,13:55.0,14:00.0
H324202307112308,여,60,J00106,고등학교,서울,,,,550104,재가 요양보호사,7,7년0월,J03404,알선,,,,,,10:20.0,10:24.0
H001202307112291,남,28,J00110,대학_대학교,서울,,부산,,135001,정보보호 전문가,,신입,J03402,승인,,,,,,06:12.0,35:28.0
H309202307112283,남,70,J00106,고등학교,서울,강북구,서울,,562300,주차 관리?안내원,,신입,J03402,승인,,,,,,04:33.0,04:37.0
H305202307112262,여,61,J00102,초등학교,서울,광진구,서울,중랑구,550103,시설 요양보호사(노인요양사),,신입,J03404,알선,,,,,,00:50.0,00:56.0
H313202307112250,남,65,J00108,전문대학,서울,서대문구,,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,0년5월,J03404,알선,,,,,,58:24.0,58:29.0
H101202307112245,남,69,J00106,고등학교,서울,서초구,서울,,622902,승합차 운전원,,신입,J03402,승인,,,,,,56:50.0,56:55.0
H305202307112232,남,67,J00110,대학_대학교,서울,광진구,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03404,알선,,,,,,55:01.0,55:06.0
H310202307112207,여,62,J00106,고등학교,서울,도봉구,서울,,550104,재가 요양보호사,1,1년6월,J03402,승인,,,,,,51:27.0,51:30.0
H001202307112202,여,24,J00110,대학_대학교,,,,,231102,사회복지사(공공행정),,신입,J03402,승인,,,,,,50:47.0,53:57.0
H313202307112191,남,57,J00104,중학교,서울,서대문구,,,622901,승용차 운전원(자가용 운전원),30,30년0월,J03402,승인,,,,,,46:07.0,46:13.0
H320202307112168,남,75,J00102,초등학교,서울,동작구,서울,서초구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,1년0월,J03402,승인,,,,,,42:18.0,42:22.0
H313202307112161,여,63,J00106,고등학교,서울,서대문구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03402,승인,,,,,,41:13.0,41:18.0
H301202307112157,남,72,J00110,대학_대학교,서울,강서구,서울,종로구,622901,승용차 운전원(자가용 운전원),,신입,J03402,승인,,,,,,40:42.0,40:45.0
H313202307112151,여,46,J00110,대학_대학교,서울,서대문구,서울,,29506,사무 보조원(일반사업체),15,15년1월,J03402,승인,,,,,,40:06.0,40:10.0
H313202307112139,여,48,J00108,전문대학,서울,서대문구,서울,,28100,무역 사무원,3,3년0월,J03402,승인,,,,,,38:27.0,38:34.0
H303202307112138,남,74,J00106,고등학교,서울,용산구,서울,,562900,기타 서비스 단순 종사원,,신입,J03402,승인,,,,,,38:11.0,38:15.0
H313202307112137,여,64,J00106,고등학교,서울,서대문구,서울,,532300,주방 보조원,,신입,J03402,승인,,,,,,36:56.0,37:00.0
H313202307112136,여,46,J00106,고등학교,서울,서대문구,서울,은평구,550104,재가 요양보호사,,신입,J03402,승인,,,,,,36:03.0,36:08.0
H313202307112133,여,22,J00106,고등학교,서울,서대문구,서울,,29506,사무 보조원(일반사업체),,신입,J03402,승인,,,,,,35:41.0,35:46.0
H313202307112127,여,29,J00110,대학_대학교,,,,,29500,전산자료 입력원 및 사무 보조원,,신입,J03402,승인,,,,,,34:52.0,34:57.0
H313202307112126,여,59,J00110,대학_대학교,서울,서대문구,서울,,29505,사무 보조원(공공기관),,신입,J03402,승인,,,,,,34:38.0,34:42.0
H320202307112120,여,58,J00106,고등학교,서울,동작구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03404,알선,,,,,,33:52.0,33:57.0
H307202307112115,남,70,J00110,대학_대학교,서울,중랑구,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,32:29.0,32:34.0
H313202307112112,여,45,J00106,고등학교,서울,서대문구,서울,,29505,사무 보조원(공공기관),,신입,J03402,승인,,,,,,31:45.0,31:50.0
H309202307112109,남,69,J00106,고등학교,서울,강북구,서울,노원구,542001,아파트?빌라 경비원,10,10년0월,J03402,승인,,,,,,31:18.0,31:24.0
H321202307112107,남,63,J00110,대학_대학교,서울,,서울,관악구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,31:05.0,31:11.0
H313202307112092,여,54,J00106,고등학교,서울,서대문구,,,550104,재가 요양보호사,5,5년0월,J03402,승인,재가요양,,,,,28:06.0,28:11.0
H301202307112091,남,69,J00106,고등학교,서울,강서구,,,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,26:24.0,26:30.0
H313202307112071,여,62,J00110,대학_대학교,서울,서대문구,,,413201,사서,,신입,J03402,승인,,,,,,23:47.0,23:50.0
H310202307112043,여,62,J00104,중학교,서울,도봉구,서울,,531200,한식 조리사,20,20년0월,J03402,승인,,,,,,19:40.0,19:44.0
H306202307112034,남,65,J00106,고등학교,서울,동대문구,경기,구리시,813105,금형제조 보조원,10,10년0월,J03402,승인,시설,영선,내선전기,경비,장애인복지,18:50.0,18:56.0
H301202307112021,남,80,J00102,초등학교,서울,,,,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,14:11.0,14:16.0
H325202307112009,여,65,J00108,전문대학,서울,강동구,,,550104,재가 요양보호사,0,0년1월,J03402,승인,,,,,,11:56.0,12:00.0
H309202307111993,여,60,J00106,고등학교,서울,강북구,서울,도봉구,550104,재가 요양보호사,,신입,J03404,알선,,,,,,09:05.0,09:09.0
H303202307111988,여,68,J00104,중학교,서울,용산구,서울,,550104,재가 요양보호사,5,5년0월,J03402,승인,,,,,,07:49.0,07:53.0
H001202307111963,여,33,J00108,전문대학,서울,강남구,서울,,305000,영양사,7,7년6월,J03402,승인,대기환경,영양사,운동,환경,,02:30.0,06:03.0
H315202307111934,여,68,J00104,중학교,서울,강서구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,2년0월,J03404,알선,,,,,,55:08.0,55:12.0
H310202307111932,남,71,J00100,관계없음,서울,도봉구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03402,승인,청소,,,,,54:44.0,54:49.0
H311202307111909,남,76,J00110,대학_대학교,,,,,158203,소방공사 감리 기술자,8,8년0월,J03402,승인,,,,,,50:03.0,50:10.0
H304202307111902,여,60,J00106,고등학교,서울,성동구,,,550104,재가 요양보호사,,신입,J03404,알선,,,,,,48:56.0,49:00.0
H318202307111894,여,59,J00110,대학_대학교,서울,금천구,서울,관악구,29506,사무 보조원(일반사업체),20,20년0월,J03402,승인,,,,,,45:58.0,02:45.0
H324202307111889,남,66,J00104,중학교,서울,양천구,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,1년0월,J03402,승인,,,,,,45:00.0,45:05.0
H324202307111886,남,56,J00110,대학_대학교,서울,관악구,서울,동작구,542000,경비원(건물 관리원),,신입,J03402,승인,,,,,,44:47.0,44:54.0
H001202307111883,남,78,J00102,초등학교,서울,,경기,,542000,경비원(건물 관리원),,신입,J03402,승인,,,,,,44:03.0,30:41.0
H324202307111872,남,62,J00106,고등학교,서울,성동구,서울,광진구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,42:18.0,42:23.0
H318202307111857,여,63,J00106,고등학교,서울,,경기,안양시,550104,재가 요양보호사,,신입,J03402,승인,,,,,,39:56.0,40:01.0
H325202307111851,남,66,J00110,대학_대학교,서울,성동구,서울,,890007,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",,신입,J03402,승인,,,,,,37:52.0,37:55.0
H117202307111850,남,60,J00106,고등학교,서울,강동구,서울,,562300,주차 관리?안내원,30,30년0월,J03404,알선,,,,,,37:10.0,37:13.0
H307202307111831,여,64,J00106,고등학교,서울,중랑구,서울,,550104,재가 요양보호사,1,1년2월,J03404,알선,,,,,,33:35.0,33:35.0
H324202307111810,남,61,J00106,고등학교,서울,성동구,서울,중구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,0년4월,J03402,승인,,,,,,30:27.0,30:33.0
H314202307111806,여,38,J00106,고등학교,서울,,,,29506,사무 보조원(일반사업체),0,0년3월,J03402,승인,,,,,,29:53.0,29:58.0
H315202307111803,남,66,J00106,고등학교,서울,양천구,서울,강서구,541301,기계?무인 경비원(해당 경비지도사 포함),,신입,J03404,알선,,,,,,29:10.0,29:15.0
H126202307111798,여,64,J00104,중학교,서울,강남구,서울,서초구,532300,주방 보조원,20,20년0월,J03404,알선,,,,,,27:53.0,27:57.0
H324202307111773,남,74,J00104,중학교,서울,강동구,서울,송파구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,1년0월,J03402,승인,,,,,,25:07.0,25:13.0
H324202307111763,남,70,J00106,고등학교,서울,송파구,서울,강동구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,23:09.0,23:15.0
H324202307111760,남,63,J00106,고등학교,서울,도봉구,서울,,542000,경비원(건물 관리원),,신입,J03402,승인,,,,,,22:57.0,23:02.0
H320202307111724,여,24,J00110,대학_대학교,서울,,,,231102,사회복지사(공공행정),,신입,J03402,승인,,,,,,18:11.0,18:16.0
H325202307111723,여,57,J00106,고등학교,서울,강동구,서울,,862301,재봉사(의류?직물) ,3,3년0월,J03402,승인,,,,,,18:08.0,18:12.0
H321202307111680,여,55,J00106,고등학교,서울,관악구,서울,전체,550104,재가 요양보호사,3,3년0월,J03402,승인,,,,,,12:32.0,39:16.0
H314202307111662,여,70,J00106,고등학교,서울,마포구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03404,알선,,,,,,10:33.0,10:36.0
H324202307111649,여,48,J00108,전문대학,서울,송파구,서울,강남구,231101,사회복지사(사회복지시설),7,7년0월,J03402,승인,,,,,,07:19.0,07:24.0
H307202307111641,남,78,J00106,고등학교,서울,강동구,서울,,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,04:11.0,04:15.0
H130202307111625,남,75,J00106,고등학교,서울,금천구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",4,4년0월,J03402,승인,복지카드,,,,,01:30.0,01:36.0
H305202307111620,여,62,J00106,고등학교,서울,광진구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",3,3년0월,J03402,승인,,,,,,00:55.0,00:59.0
H315202307111618,여,63,J00106,고등학교,서울,양천구,서울,,550104,재가 요양보호사,6,6년3월,J03404,알선,,,,,,00:27.0,00:31.0
H001202307111598,여,33,J00106,고등학교,서울,,인천,,135001,정보보호 전문가,,신입,J03402,승인,,,,,,54:34.0,31:12.0
H315202307111586,여,61,J00106,고등학교,서울,양천구,서울,강서구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",8,8년0월,J03404,알선,,,,,,52:56.0,53:00.0
H317202307111582,남,75,J00102,초등학교,서울,구로구,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",8,8년0월,J03404,알선,,,,,,52:18.0,52:22.0
H307202307111558,여,76,J00102,초등학교,서울,중랑구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",35,35년0월,J03402,승인,,,,,,47:53.0,47:58.0
H309202307111524,남,67,J00102,초등학교,서울,도봉구,서울,,561100,청소원,,신입,J03404,알선,,,,,,41:30.0,41:35.0
H127202307111521,여,72,J00104,중학교,서울,광진구,서울,,561201,환경 미화원,8,8년0월,J03402,승인,,,,,,41:16.0,41:20.0
H001202307111505,여,47,J00110,대학_대학교,서울,강동구,서울,송파구,212100,중?고등학교 교사,1,1년0월,J03402,승인,미술,교사,편집,디자인,,39:22.0,10:05.0
H317202307111500,여,65,J00104,중학교,서울,구로구,,,550104,재가 요양보호사,,신입,J03404,알선,,,,,,38:34.0,38:39.0
H320202307111498,남,67,J00110,대학_대학교,서울,동작구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,5년4월,J03402,승인,,,,,,34:16.0,34:22.0
H001202307111482,남,56,J00110,대학_대학교,서울,광진구,서울,동대문구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03402,승인,,,,,,31:07.0,47:29.0
H317202307111481,여,64,J00104,중학교,서울,구로구,서울,영등포구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",6,6년0월,J03402,승인,,,,,,30:55.0,30:58.0
H306202307111462,남,57,J00106,고등학교,서울,동대문구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03402,승인,운전,단순,청소,외곽,미화,25:08.0,25:14.0
H307202307111461,남,66,J00102,초등학교,서울,중랑구,서울,,905002,"임업 단순 종사원(산림보호감시, 산불감시원 등)",3,3년0월,J03402,승인,,,,,,24:44.0,24:47.0
H301202307111445,여,65,J00106,고등학교,서울,중랑구,서울,,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,22:23.0,22:28.0
H309202307111439,여,69,J00104,중학교,서울,강북구,서울,,550104,재가 요양보호사,0,0년6월,J03404,알선,,,,,,22:02.0,22:08.0
H304202307111428,여,67,J00104,중학교,서울,성동구,서울,,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,20:03.0,20:08.0
H301202307111417,여,63,J00104,중학교,서울,중랑구,서울,노원구,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,17:43.0,17:49.0
H312202307111416,여,66,J00104,중학교,서울,은평구,,,550104,재가 요양보호사,,신입,J03402,승인,,,,,,15:39.0,15:44.0
H317202307111415,여,59,J00106,고등학교,서울,구로구,,,550104,재가 요양보호사,,신입,J03404,알선,,,,,,14:59.0,15:05.0
H306202307111381,여,47,J00110,대학_대학교,서울,동대문구,서울,,231100,사회복지사,,신입,J03402,승인,,,,,,07:46.0,30:38.0
H322202307111380,여,70,J00106,고등학교,서울,서초구,경기,하남시,550100,요양 보호사 및 간병인,,신입,J03402,승인,,,,,,05:29.0,05:32.0
H301202307111357,남,67,J00106,고등학교,서울,,,,13903,빌딩 관리소장,10,10년0월,J03402,승인,,,,,,00:16.0,00:20.0
H324202307111341,여,57,J00104,중학교,서울,송파구,,,550104,재가 요양보호사,5,5년0월,J03404,알선,,,,,,53:21.0,53:25.0
H301202307111340,남,53,J00110,대학_대학교,서울,종로구,서울,서대문구,561200,환경미화원 및 재활용품 수거원,1,1년0월,J03402,승인,,,,,,52:46.0,52:53.0
H101202307111328,남,63,J00106,고등학교,서울,동작구,서울,마포구,542000,경비원(건물 관리원),,신입,J03402,승인,,,,,,50:49.0,50:55.0
H101202307111306,남,68,J00110,대학_대학교,서울,강서구,,,151104,플랜트공학 기술자 및 연구원,30,30년0월,J03402,승인,,,,,,46:32.0,46:36.0
H320202307111305,남,65,J00106,고등학교,서울,동작구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,1년0월,J03404,알선,,,,,,46:08.0,46:14.0
H001202307111304,남,54,J00106,고등학교,,,,,890000,제조 단순 종사원,24,24년0월,J03402,승인,,,,,,44:40.0,55:33.0
H307202307111279,여,66,J00106,고등학교,서울,중랑구,서울,,531205,사업체 구내식당 급식 조리사,35,35년0월,J03404,알선,,,,,,35:56.0,36:00.0
H321202307111251,여,32,J00106,고등학교,서울,관악구,서울,,27208,단순 경리 사무원,0,0년3월,J03402,승인,,,,,,27:14.0,27:17.0
H316202307111245,남,71,J00110,대학_대학교,서울,강서구,경기,,812100,항공기 정비원,41,41년0월,J03402,승인,,,,,,22:04.0,22:11.0
H001202307111244,남,33,J00110,대학_대학교,서울,동작구,서울,서초구,135001,정보보호 전문가,,신입,J03402,승인,보안,소프트웨어,프로그래머,,,21:56.0,10:10.0
H321202307111243,여,57,J00106,고등학교,서울,관악구,서울,,531205,사업체 구내식당 급식 조리사,10,10년0월,J03402,승인,,,,,,21:34.0,53:41.0
H324202307111212,여,51,J00110,대학_대학교,서울,송파구,서울,강남구,231101,사회복지사(사회복지시설),,신입,J03402,승인,,,,,,12:15.0,17:23.0
H309202307111197,남,40,J00108,전문대학,서울,강북구,서울,,28307,창고 관리원(자재 검수원 포함),9,9년0월,J03404,알선,,,,,,09:43.0,09:48.0
H317202307111187,여,63,J00104,중학교,서울,구로구,서울,양천구,550104,재가 요양보호사,10,10년0월,J03404,알선,,,,,,07:09.0,07:13.0
H308202307111178,남,66,J00100,관계없음,서울,성북구,서울,,561200,환경미화원 및 재활용품 수거원,,신입,J03402,승인,,,,,,04:00.0,04:05.0
H311202307111156,여,68,J00104,중학교,서울,노원구,서울,성북구,561100,청소원,0,0년6월,J03404,알선,,,,,,59:47.0,59:51.0
H301202307111127,남,77,J00110,대학_대학교,서울,강남구,,,562903,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",,신입,J03402,승인,,,,,,51:42.0,51:48.0
H308202307111115,남,63,J00112,석사과정,서울,성북구,서울,,13903,빌딩 관리소장,1,1년0월,J03402,승인,관리소장,근로지원인,활동지원사,건물관리,조경,50:46.0,11:55.0
H307202307111108,여,71,J00110,대학_대학교,서울,중랑구,서울,,232902,아동 생활지도원,,신입,J03402,승인,,,,,,49:47.0,49:52.0
H306202307111104,여,52,J00108,전문대학,서울,동대문구,서울,,550104,재가 요양보호사,,신입,J03402,승인,동대문구,요양,보육도우미,판매,,49:12.0,49:16.0
H112202307111097,남,80,J00100,관계없음,서울,중구,서울,,624100,택배원,,신입,J03402,승인,,,,,,47:44.0,47:48.0
H320202307111096,여,73,J00102,초등학교,서울,동작구,서울,영등포구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03404,알선,,,,,,46:39.0,46:43.0
H001202307111095,남,30,J00110,대학_대학교,서울,강동구,서울,,29505,사무 보조원(공공기관),0,0년3월,J03402,승인,,,,,,46:05.0,35:16.0
H001202307111086,여,25,J00110,대학_대학교,서울,,,,834000,전기?전자 설비 조작원,,신입,J03402,승인,,,,,,42:53.0,40:56.0
H317202307111040,여,66,J00106,고등학교,서울,구로구,서울,영등포구,550104,재가 요양보호사,4,4년0월,J03402,승인,중국인,,,,,32:48.0,32:54.0
H313202307111016,남,50,J00106,고등학교,서울,서대문구,서울,,541903,주차 단속원 및 안전 순찰원,15,15년0월,J03402,승인,,,,,,26:55.0,26:59.0
H321202307111015,여,73,J00106,고등학교,서울,관악구,,,550104,재가 요양보호사,11,11년0월,J03404,알선,성별무관,치매이수,오전,,,26:36.0,26:40.0
H323202307111009,여,69,J00106,고등학교,서울,송파구,서울,,532300,주방 보조원,,신입,J03404,알선,,,,,,25:43.0,25:46.0
H001202307110985,여,45,J00110,대학_대학교,서울,노원구,서울,중랑구,214102,수학 강사,,신입,J03402,승인,초등수학지도사,돌봄교실,보육교사,수학지도사,시간제근무가능,21:56.0,23:20.0
H001202307110974,여,57,J00110,대학_대학교,서울,노원구,서울,도봉구,231100,사회복지사,,신입,J03402,승인,,,,,,20:33.0,35:34.0
H315202307110968,남,66,J00104,중학교,서울,양천구,서울,구로구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",6,6년0월,J03402,승인,,,,,,19:57.0,20:02.0
H312202307110956,여,47,J00106,고등학교,서울,은평구,서울,서대문구,550104,재가 요양보호사,,신입,J03402,승인,,,,,,18:37.0,18:41.0
H311202307110954,남,61,J00110,대학_대학교,서울,,경기,,702901,건물 보수원 및 영선원(아파트 기계?전기 시설관리 제외),0,0년3월,J03402,승인,,,,,,18:28.0,18:32.0
H304202307110952,남,68,J00106,고등학교,서울,도봉구,서울,,834002,빌딩 전기관리원,3,3년0월,J03402,승인,전기관리,빌딩전기,아파트전기원,,,17:25.0,17:31.0
H325202307110951,여,68,J00104,중학교,서울,강동구,서울,,561100,청소원,3,3년0월,J03404,알선,,,,,,16:12.0,16:17.0
H317202307110936,남,75,J00110,대학_대학교,서울,구로구,서울,영등포구,542001,아파트?빌라 경비원,8,8년0월,J03402,승인,,,,,,14:14.0,14:19.0
H308202307110897,남,49,J00110,대학_대학교,서울,성북구,서울,,615102,대형마트 판매원,,신입,J03402,승인,,,,,,04:33.0,04:38.0
H324202307110893,여,28,J00112,석사과정,서울,,,,612100,기술 영업원,2,2년5월,J03402,승인,,,,,,03:45.0,03:51.0
H318202307110888,여,58,J00106,고등학교,서울,금천구,서울,구로구,531200,한식 조리사,10,10년0월,J03404,알선,,,,,,02:50.0,21:56.0
H318202307110873,남,64,J00106,고등학교,서울,금천구,경기,안양시,622902,승합차 운전원,20,20년0월,J03402,승인,,,,,,00:15.0,00:18.0
H313202307110854,남,67,J00106,고등학교,서울,서대문구,,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",2,2년0월,J03402,승인,,,,,,53:45.0,53:50.0
H304202307110831,남,66,J00106,고등학교,서울,성동구,서울,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03402,승인,,,,,,45:22.0,45:27.0
H101202307110815,여,61,J00106,고등학교,서울,구로구,,,29506,사무 보조원(일반사업체),,신입,J03402,승인,,,,,,42:28.0,42:35.0
H301202307110809,남,72,J00106,고등학교,서울,,,,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,41:32.0,41:37.0
H101202307110800,남,57,J00110,대학_대학교,서울,동작구,서울,강남구,612301,자동차 영업원(자동차 딜러),20,20년0월,J03402,승인,,,,,,40:07.0,40:12.0
H325202307110796,여,64,J00106,고등학교,서울,강동구,,,550104,재가 요양보호사,0,0년5월,J03404,알선,,,,,,39:40.0,39:44.0
H311202307110789,여,66,J00106,고등학교,서울,노원구,,,550100,요양 보호사 및 간병인,,신입,J03402,승인,,,,,,38:19.0,38:24.0
H307202307110787,여,75,J00104,중학교,서울,중랑구,서울,,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,37:11.0,37:16.0
H101202307110786,여,66,J00106,고등학교,서울,중랑구,,,615100,상점 판매원,5,5년0월,J03402,승인,,,,,,36:58.0,37:02.0
H309202307110780,남,60,J00106,고등학교,서울,강북구,서울,노원구,561100,청소원,,신입,J03402,승인,,,,,,35:29.0,35:33.0
H307202307110779,남,61,J00106,고등학교,서울,중랑구,서울,광진구,622902,승합차 운전원,,신입,J03402,승인,,,,,,35:24.0,35:28.0
